id,identity_to_query
hCoV_19USAWA_UW572020_EPI_ISL_415622_2020_03_09,1.000
hCoV_19USAWA_UW592020_EPI_ISL_415624_2020_03_09,1.000
hCoV_19USAWA_UW612020_EPI_ISL_415626_2020_03_10,1.000
hCoV_19USAWA_UW622020_EPI_ISL_415627_2020_03_09,1.000
hCoV_19USAWA_UW632020_EPI_ISL_415591_2020_03_10,1.000
hCoV_19USAWA_UW642020_EPI_ISL_415592_2020_03_09,1.000
hCoV_19USAWA_UW662020_EPI_ISL_415594_2020_03_10,1.000
hCoV_19USAWA_UW672020_EPI_ISL_415595_2020_03_09,1.000
hCoV_19USAWA_UW702020_EPI_ISL_415598_2020_03_10,1.000
hCoV_19USAWA_UW722020_EPI_ISL_415600_2020_03_09,1.000
hCoV_19USAWA_UW742020_EPI_ISL_415602_2020_03_10,1.000
hCoV_19USAWA_UW752020_EPI_ISL_415603_2020_03_10,1.000
hCoV_19USAWA_UW762020_EPI_ISL_415604_2020_03_10,1.000
hCoV_19USAWA_UW772020_EPI_ISL_416433_2020_03_10,1.000
hCoV_19USAWA_UW792020_EPI_ISL_416435_2020_03_10,1.000
hCoV_19USAWA_UW802020_EPI_ISL_416436_2020_03_10,1.000
hCoV_19USAWA_UW812020_EPI_ISL_416437_2020_03_10,1.000
hCoV_19USAWA_UW832020_EPI_ISL_416439_2020_03_10,1.000
hCoV_19USAWA_UW842020_EPI_ISL_416440_2020_03_10,1.000
hCoV_19USAWA_UW852020_EPI_ISL_416441_2020_03_10,1.000
hCoV_19USAWA_UW862020_EPI_ISL_416442_2020_03_10,1.000
hCoV_19USAWA_UW872020_EPI_ISL_416443_2020_03_10,1.000
hCoV_19USAWA_UW882020_EPI_ISL_416444_2020_03_10,1.000
hCoV_19USAWA_UW892020_EPI_ISL_416445_2020_03_10,1.000
hCoV_19USAWA_UW902020_EPI_ISL_416446_2020_03_10,1.000
hCoV_19USAWA_UW922020_EPI_ISL_416448_2020_03_11,1.000
hCoV_19USAWA_UW942020_EPI_ISL_416450_2020_03_11,1.000
hCoV_19USAWA_UW952020_EPI_ISL_416451_2020_03_10,1.000
hCoV_19USAWA_UW972020_EPI_ISL_416635_2020_03_12,1.000
hCoV_19USAWA_UW982020_EPI_ISL_416636_2020_03_12,1.000
hCoV_19USAWA_UW992020_EPI_ISL_416637_2020_03_12,1.000
hCoV_19USAWI12020_EPI_ISL_408670_2020_01_31,1.000
hCoV_19USAWI_062020_EPI_ISL_417200_2020_03_21,1.000
hCoV_19USAWI_072020_EPI_ISL_417201_2020_03_21,1.000
hCoV_19USAWI_092020_EPI_ISL_417203_2020_03_21,1.000
hCoV_19USAWI_152020_EPI_ISL_417504_2020_03_26,1.000
hCoV_19USAWI_222020_EPI_ISL_417514_2020_03_26,1.000
hCoV_19USAWI_232020_EPI_ISL_417507_2020_03_26,1.000
hCoV_19USAWI_GMF_002282020_EPI_ISL_418187_2020_03_23,1.000
hCoV_19Vietnam19_01S2020_EPI_ISL_418269_2020_01_22,1.000
hCoV_19Vietnam19_02S2020_EPI_ISL_418267_2020_01_22,1.000
hCoV_19VietnamCM992020_EPI_ISL_416429_2020_02_11,1.000
hCoV_19VietnamVR03_381422020_EPI_ISL_408668_2020_01_24,1.000
hCoV_19WalesPHW282020_EPI_ISL_415659_2020_03_12,1.000
hCoV_19WalesPHW322020_EPI_ISL_415920_2020_03_12,1.000
hCoV_19WalesPHW352020_EPI_ISL_416024_2020_03_11,1.000
hCoV_19WalesPHW372020_EPI_ISL_415657_2020_03_12,1.000
hCoV_19WalesPHWC_23A902020_EPI_ISL_418085_2020_03_12,1.000
hCoV_19WalesPHWC_23C212020_EPI_ISL_418100_2020_03_14,1.000
hCoV_19WalesPHWC_23CB82020_EPI_ISL_418101_2020_03_15,1.000
hCoV_19WalesPHWC_23CC72020_EPI_ISL_418102_2020_03_15,1.000
hCoV_19WalesPHWC_23CD62020_EPI_ISL_418103_2020_03_15,1.000
hCoV_19WalesPHWC_23CE52020_EPI_ISL_418104_2020_03_15,1.000
hCoV_19WalesPHWC_23CF42020_EPI_ISL_418105_2020_03_15,1.000
hCoV_19WalesPHWC_23D002020_EPI_ISL_418106_2020_03_13,1.000
hCoV_19WalesPHWC_23D1F2020_EPI_ISL_418107_2020_03_13,1.000
hCoV_19WalesPHWC_23D2E2020_EPI_ISL_418108_2020_03_13,1.000
hCoV_19WalesPHWC_23D6A2020_EPI_ISL_418110_2020_03_13,1.000
hCoV_19WalesPHWC_23D882020_EPI_ISL_418112_2020_03_13,1.000
hCoV_19WalesPHWC_23DB52020_EPI_ISL_418113_2020_03_13,1.000
hCoV_19WalesPHWC_23DF12020_EPI_ISL_418115_2020_03_13,1.000
hCoV_19WalesPHWC_23E2B2020_EPI_ISL_418117_2020_03_14,1.000
hCoV_19WalesPHWC_23E672020_EPI_ISL_418120_2020_03_13,1.000
hCoV_19WalesPHWC_23E762020_EPI_ISL_418121_2020_03_13,1.000
hCoV_19WalesPHWC_23E942020_EPI_ISL_418123_2020_03_14,1.000
hCoV_19WalesPHWC_23EA32020_EPI_ISL_418124_2020_03_14,1.000
hCoV_19WalesPHWC_23EC12020_EPI_ISL_418125_2020_03_14,1.000
hCoV_19WalesPHWC_23EEF2020_EPI_ISL_418126_2020_03_15,1.000
hCoV_19WalesPHWC_23EFE2020_EPI_ISL_418127_2020_03_15,1.000
hCoV_19WalesPHWC_23F192020_EPI_ISL_418128_2020_03_15,1.000
hCoV_19WalesPHWC_23F462020_EPI_ISL_418129_2020_03_15,1.000
hCoV_19WalesPHWC_23F552020_EPI_ISL_418130_2020_03_15,1.000
hCoV_19WalesPHWC_23F642020_EPI_ISL_418131_2020_03_15,1.000
hCoV_19WalesPHWC_23F732020_EPI_ISL_418132_2020_03_15,1.000
hCoV_19WalesPHWC_23FA02020_EPI_ISL_418133_2020_03_15,1.000
hCoV_19WalesPHWC_23FDD2020_EPI_ISL_418134_2020_03_15,1.000
hCoV_19WalesPHWC_23FFB2020_EPI_ISL_418136_2020_03_15,1.000
hCoV_19WalesPHWC_240062020_EPI_ISL_418137_2020_03_15,1.000
hCoV_19WalesPHWC_240332020_EPI_ISL_418140_2020_03_15,1.000
hCoV_19WalesPHWC_240BB2020_EPI_ISL_418141_2020_03_13,1.000
hCoV_19WalesPHWC_240CA2020_EPI_ISL_418142_2020_03_14,1.000
hCoV_19WalesPHWC_240D92020_EPI_ISL_418143_2020_03_14,1.000
hCoV_19WalesPHWC_240E82020_EPI_ISL_418144_2020_03_14,1.000
hCoV_19WalesPHWC_240F72020_EPI_ISL_418145_2020_03_14,1.000
hCoV_19WalesPHWC_241122020_EPI_ISL_418146_2020_03_14,1.000
hCoV_19WalesPHWC_241212020_EPI_ISL_418147_2020_03_14,1.000
hCoV_19WalesPHWC_2414F2020_EPI_ISL_418148_2020_03_16,1.000
hCoV_19WalesPHWC_2416D2020_EPI_ISL_418150_2020_03_16,1.000
hCoV_19WalesPHWC_2419A2020_EPI_ISL_418151_2020_03_16,1.000
hCoV_19WalesPHWC_241E52020_EPI_ISL_418153_2020_03_16,1.000
hCoV_19WalesPHWC_241F42020_EPI_ISL_418154_2020_03_16,1.000
hCoV_19WalesPHWC_2422E2020_EPI_ISL_418155_2020_03_16,1.000
hCoV_19WalesPHWC_2423D2020_EPI_ISL_418156_2020_03_16,1.000
hCoV_19WalesPHWC_2426A2020_EPI_ISL_418157_2020_03_16,1.000
hCoV_19WalesPHWC_242792020_EPI_ISL_418158_2020_03_16,1.000
hCoV_19WalesPHWC_242882020_EPI_ISL_418159_2020_03_16,1.000
hCoV_19WalesPHWC_242972020_EPI_ISL_418160_2020_03_16,1.000
hCoV_19WalesPHWC_242A62020_EPI_ISL_418161_2020_03_16,1.000
hCoV_19WalesPHWC_242B52020_EPI_ISL_418162_2020_03_16,1.000
hCoV_19WalesPHWC_242C42020_EPI_ISL_418163_2020_03_16,1.000
hCoV_19WalesPHWC_242D32020_EPI_ISL_418164_2020_03_17,1.000
hCoV_19WalesPHWC_242E22020_EPI_ISL_418165_2020_03_16,1.000
hCoV_19WuhanHBCDC_HB_022019_EPI_ISL_412898_2019_12_30,1.000
hCoV_19WuhanHBCDC_HB_032020_EPI_ISL_412979_2020_01_18,1.000
hCoV_19WuhanHBCDC_HB_042020_EPI_ISL_412980_2020_01_18,1.000
hCoV_19WuhanHBCDC_HB_052020_EPI_ISL_412981_2020_01_18,1.000
hCoV_19WuhanIPBCAMS_WH_012019_EPI_ISL_402123_2019_12_24,1.000
hCoV_19WuhanIPBCAMS_WH_022019_EPI_ISL_403931_2019_12_30,1.000
hCoV_19WuhanIPBCAMS_WH_032019_EPI_ISL_403930_2019_12_30,1.000
hCoV_19WuhanIPBCAMS_WH_042019_EPI_ISL_403929_2019_12_30,1.000
hCoV_19WuhanIPBCAMS_WH_052020_EPI_ISL_403928_2020_01_01,1.000
hCoV_19WuhanIVDC_HB_042020_EPI_ISL_402120_2020_01_01,1.000
hCoV_19WuhanIVDC_HB_052019_EPI_ISL_402121_2019_12_30,1.000
hCoV_19WuhanIVDC_HB_envF13_202020_EPI_ISL_408514_2020_01_01,1.000
hCoV_19WuhanIVDC_HB_envF13_212020_EPI_ISL_408515_2020_01_01,1.000
hCoV_19WuhanWH012019_EPI_ISL_406798_2019_12_26,1.000
hCoV_19WuhanWH032020_EPI_ISL_406800_2020_01_01,1.000
hCoV_19WuhanWH042020_EPI_ISL_406801_2020_01_05,1.000
hCoV_19WuhanWIV022019_EPI_ISL_402127_2019_12_30,1.000
hCoV_19WuhanWIV052019_EPI_ISL_402128_2019_12_30,1.000
hCoV_19WuhanWIV062019_EPI_ISL_402129_2019_12_30,1.000
hCoV_19WuhanWIV072019_EPI_ISL_402130_2019_12_30,1.000
hCoV_19Wuhan_Hu_12019_EPI_ISL_402125_2019_12_31,1.000
hCoV_19YunnanIVDC_YN_0032020_EPI_ISL_408480_2020_01_17,1.000
hCoV_19ZhejiangWZ_012020_EPI_ISL_404227_2020_01_16,1.000
hCoV_19ZhejiangWZ_022020_EPI_ISL_404228_2020_01_17,1.000
hCoV_19AlgeriaG0638_22642020_EPI_ISL_418241_2020_03_02,0.999
hCoV_19AlgeriaG0640_22652020_EPI_ISL_418242_2020_03_08,0.999
hCoV_19AustraliaNSW272020_EPI_ISL_417390_2020_03_08,0.999
hCoV_19AustraliaNSW392020_EPI_ISL_417397_2020_03_11,0.999
hCoV_19AustraliaNSW472020_EPI_ISL_417402_2020_03_13,0.999
hCoV_19AustraliaNSW502020_EPI_ISL_417404_2020_03_12,0.999
hCoV_19AustraliaNSW542020_EPI_ISL_417407_2020_03_14,0.999
hCoV_19AustraliaNSW612020_EPI_ISL_417411_2020_03_17,0.999
hCoV_19AustraliaQLDID9202020_EPI_ISL_417032_2020_03_11,0.999
hCoV_19BelgiumDBA_030322020_EPI_ISL_416475_2020_03_03,0.999
hCoV_19BelgiumDBD_030242020_EPI_ISL_416471_2020_03_02,0.999
hCoV_19BelgiumDB_030232020_EPI_ISL_416470_2020_03_02,0.999
hCoV_19BelgiumDHWM_030412020_EPI_ISL_417422_2020_03_04,0.999
hCoV_19BelgiumFR_030292020_EPI_ISL_417428_2020_03_02,0.999
hCoV_19BelgiumGMH_030222020_EPI_ISL_416468_2020_03_02,0.999
hCoV_19BelgiumJL_030442020_EPI_ISL_418270_2020_03_04,0.999
hCoV_19BelgiumKA_030422020_EPI_ISL_417424_2020_03_04,0.999
hCoV_19BelgiumMMJ_030342020_EPI_ISL_417429_2020_03_03,0.999
hCoV_19BelgiumQKJ_030152020_EPI_ISL_415158_2020_03_01,0.999
hCoV_19BelgiumRT_030352020_EPI_ISL_417430_2020_03_03,0.999
hCoV_19BelgiumSH_030142020_EPI_ISL_415156_2020_03_01,0.999
hCoV_19BelgiumULG_30002020_EPI_ISL_417004_2020_03_05,0.999
hCoV_19BelgiumULG_62162020_EPI_ISL_417014_2020_03_13,0.999
hCoV_19BelgiumULG_64572020_EPI_ISL_417015_2020_03_13,0.999
hCoV_19BelgiumULG_66492020_EPI_ISL_418631_2020_03_14,0.999
hCoV_19BelgiumULG_67542020_EPI_ISL_417019_2020_03_14,0.999
hCoV_19BelgiumULG_69722020_EPI_ISL_418624_2020_03_15,0.999
hCoV_19BelgiumULG_72422020_EPI_ISL_418626_2020_03_16,0.999
hCoV_19BelgiumULG_75002020_EPI_ISL_418632_2020_03_16,0.999
hCoV_19BelgiumULG_77292020_EPI_ISL_418630_2020_03_17,0.999
hCoV_19BelgiumULG_77732020_EPI_ISL_418629_2020_03_17,0.999
hCoV_19BelgiumULG_85322020_EPI_ISL_418635_2020_03_19,0.999
hCoV_19BelgiumULG_85782020_EPI_ISL_418638_2020_03_19,0.999
hCoV_19BelgiumULG_86172020_EPI_ISL_418639_2020_03_19,0.999
hCoV_19BelgiumULG_95582020_EPI_ISL_418645_2020_03_21,0.999
hCoV_19BelgiumUMF_030252020_EPI_ISL_416472_2020_03_02,0.999
hCoV_19BelgiumVBK_030612020_EPI_ISL_417425_2020_03_06,0.999
hCoV_19BelgiumVI_030272020_EPI_ISL_417427_2020_03_02,0.999
hCoV_19BelgiumVLM_030112020_EPI_ISL_415153_2020_03_03,0.999
hCoV_19BrazilRJ_3142020_EPI_ISL_414045_2020_03_04,0.999
hCoV_19BrazilSPBR_012020_EPI_ISL_412964_2020_02_25,0.999
hCoV_19BrazilSPBR_032020_EPI_ISL_414014_2020_03_02,0.999
hCoV_19BrazilSPBR_042020_EPI_ISL_414017_2020_03_04,0.999
hCoV_19BrazilSPBR_052020_EPI_ISL_414016_2020_02_29,0.999
hCoV_19BrazilSPBR_062020_EPI_ISL_414015_2020_02_29,0.999
hCoV_19BrazilSPBR_082020_EPI_ISL_416029_2020_03_04,0.999
hCoV_19BrazilSPBR_122020_EPI_ISL_416034_2020_03_04,0.999
hCoV_19BrazilSPBR_132020_EPI_ISL_416035_2020_03_05,0.999
hCoV_19CanadaON_PHL05392020_EPI_ISL_418353_2020_03_09,0.999
hCoV_19CanadaON_PHL06542020_EPI_ISL_418370_2020_03_11,0.999
hCoV_19CanadaON_PHL07432020_EPI_ISL_418346_2020_03_07,0.999
hCoV_19CanadaON_PHL09762020_EPI_ISL_418378_2020_03_13,0.999
hCoV_19CanadaON_PHL09772020_EPI_ISL_418365_2020_03_10,0.999
hCoV_19CanadaON_PHL18982020_EPI_ISL_418377_2020_03_13,0.999
hCoV_19CanadaON_PHL22592020_EPI_ISL_418344_2020,0.999
hCoV_19CanadaON_PHL26532020_EPI_ISL_418371_2020_03_07,0.999
hCoV_19CanadaON_PHL33502020_EPI_ISL_418366_2020_03_05,0.999
hCoV_19CanadaON_PHL33802020_EPI_ISL_418350_2020_03_20,0.999
hCoV_19CanadaON_PHL34582020_EPI_ISL_418368_2020_03_12,0.999
hCoV_19CanadaON_PHL35752020_EPI_ISL_418351_2020_03_12,0.999
hCoV_19CanadaON_PHL36802020_EPI_ISL_418348_2020_03_08,0.999
hCoV_19CanadaON_PHL36922020_EPI_ISL_418360_2020_03_11,0.999
hCoV_19CanadaON_PHL36952020_EPI_ISL_418363_2020_03_11,0.999
hCoV_19CanadaON_PHL37412020_EPI_ISL_418347_2020_03_11,0.999
hCoV_19CanadaON_PHL40882020_EPI_ISL_418354_2020_03_15,0.999
hCoV_19CanadaON_PHL56722020_EPI_ISL_418352_2020_03_11,0.999
hCoV_19CanadaON_PHL57572020_EPI_ISL_418359_2020_03_12,0.999
hCoV_19CanadaON_PHL59302020_EPI_ISL_418382_2020,0.999
hCoV_19CanadaON_PHL75132020_EPI_ISL_418367_2020_03_12,0.999
hCoV_19CanadaON_PHL75902020_EPI_ISL_418373_2020_03_14,0.999
hCoV_19CanadaON_PHL84582020_EPI_ISL_418372_2020_03_12,0.999
hCoV_19CanadaON_PHL85392020_EPI_ISL_418369_2020_03_10,0.999
hCoV_19CanadaON_PHL87512020_EPI_ISL_418345_2020_02_29,0.999
hCoV_19CanadaON_PHLH64152020_EPI_ISL_418357_2020_03_12,0.999
hCoV_19CanadaON_PHLU81502020_EPI_ISL_418355_2020_03_08,0.999
hCoV_19ChileSantiago_22020_EPI_ISL_414580_2020_03_05,0.999
hCoV_19Congo1082020_EPI_ISL_417948_2020_03_19,0.999
hCoV_19Congo1912020_EPI_ISL_417955_2020_03_21,0.999
hCoV_19Congo732020_EPI_ISL_417941_2020_03_18,0.999
hCoV_19Congo802020_EPI_ISL_417942_2020_03_18,0.999
hCoV_19Congo812020_EPI_ISL_417944_2020_03_18,0.999
hCoV_19Congo822020_EPI_ISL_417946_2020_03_18,0.999
hCoV_19CongoKN_00542020_EPI_ISL_417437_2020_03_17,0.999
hCoV_19CongoKN_132020_EPI_ISL_414647_2020_03_09,0.999
hCoV_19DenmarkSSI_012020_EPI_ISL_416142_2020_02_26,0.999
hCoV_19DenmarkSSI_022020_EPI_ISL_416143_2020_02_28,0.999
hCoV_19DenmarkSSI_032020_EPI_ISL_416144_2020_03_01,0.999
hCoV_19DenmarkSSI_042020_EPI_ISL_416153_2020_03_02,0.999
hCoV_19DenmarkSSI_052020_EPI_ISL_416140_2020_03_02,0.999
hCoV_19DenmarkSSI_092020_EPI_ISL_416141_2020_03_03,0.999
hCoV_19DenmarkSSI_1042020_EPI_ISL_415648_2020_03_03,0.999
hCoV_19England200990382062020_EPI_ISL_415129_2020_02_29,0.999
hCoV_19England2009907232020_EPI_ISL_414012_2020_02_27,0.999
hCoV_19England2009910762020_EPI_ISL_414524_2020_03_01,0.999
hCoV_19England201020003062020_EPI_ISL_415146_2020_03_01,0.999
hCoV_19England201040030022020_EPI_ISL_417222_2020_03_04,0.999
hCoV_19England201040075032020_EPI_ISL_417227_2020_03_03,0.999
hCoV_19England2010400812020_EPI_ISL_414525_2020_03_02,0.999
hCoV_19England201040085022020_EPI_ISL_417229_2020_03_01,0.999
hCoV_19England201040087022020_EPI_ISL_417230_2020_03_02,0.999
hCoV_19England201040089022020_EPI_ISL_417232_2020_03_04,0.999
hCoV_19England201040091022020_EPI_ISL_417234_2020_03_02,0.999
hCoV_19England201040137032020_EPI_ISL_417235_2020_03_02,0.999
hCoV_19England201060054032020_EPI_ISL_417244_2020_03_03,0.999
hCoV_19England201080046022020_EPI_ISL_417249_2020_03_03,0.999
hCoV_19England201080060032020_EPI_ISL_417252_2020_03_05,0.999
hCoV_19England201080073022020_EPI_ISL_417256_2020_03_03,0.999
hCoV_19England201080340062020_EPI_ISL_417258_2020_03_06,0.999
hCoV_19England201090359062020_EPI_ISL_417260_2020_03_05,0.999
hCoV_19England201090478032020_EPI_ISL_418667_2020_03_07,0.999
hCoV_19England201090504062020_EPI_ISL_417265_2020_03_08,0.999
hCoV_19England201090519062020_EPI_ISL_417271_2020_03_06,0.999
hCoV_19England201090520062020_EPI_ISL_417272_2020_03_06,0.999
hCoV_19England201090521062020_EPI_ISL_417273_2020_03_06,0.999
hCoV_19England201090536062020_EPI_ISL_417279_2020_03_07,0.999
hCoV_19England201090975062020_EPI_ISL_417293_2020_03_08,0.999
hCoV_19England201090988062020_EPI_ISL_417295_2020_03_08,0.999
hCoV_19England201090990062020_EPI_ISL_417297_2020_03_06,0.999
hCoV_19England201090992062020_EPI_ISL_417299_2020_03_08,0.999
hCoV_19England201100237062020_EPI_ISL_417307_2020_03_08,0.999
hCoV_19England201100420062020_EPI_ISL_417308_2020_03_06,0.999
hCoV_19England201100587062020_EPI_ISL_417311_2020_03_09,0.999
hCoV_19England201101363022020_EPI_ISL_418668_2020_03_09,0.999
hCoV_19England201190261022020_EPI_ISL_418671_2020_03_13,0.999
hCoV_19England201220694022020_EPI_ISL_418674_2020_03_16,0.999
hCoV_19England201221195022020_EPI_ISL_418681_2020_03_17,0.999
hCoV_19England201240204022020_EPI_ISL_418701_2020_03_17,0.999
hCoV_19England201240308022020_EPI_ISL_418708_2020_03_17,0.999
hCoV_19England201240494022020_EPI_ISL_418723_2020_03_16,0.999
hCoV_19England201240955022020_EPI_ISL_418729_2020_03_18,0.999
hCoV_19England201260064022020_EPI_ISL_418746_2020_03_18,0.999
hCoV_19England201260070022020_EPI_ISL_418750_2020_03_18,0.999
hCoV_19England201260071022020_EPI_ISL_418751_2020_03_18,0.999
hCoV_19England201260087022020_EPI_ISL_418753_2020_03_19,0.999
hCoV_19England201260127022020_EPI_ISL_418756_2020_03_17,0.999
hCoV_19England201260332022020_EPI_ISL_418761_2020_03_18,0.999
hCoV_19England201260965022020_EPI_ISL_418769_2020_03_18,0.999
hCoV_19England201260966022020_EPI_ISL_418770_2020_03_18,0.999
hCoV_19EnglandSHEF_BFCB12020_EPI_ISL_416730_2020_03_03,0.999
hCoV_19EnglandSHEF_BFCDF2020_EPI_ISL_416732_2020_03_03,0.999
hCoV_19EnglandSHEF_BFD182020_EPI_ISL_416736_2020_03_09,0.999
hCoV_19EnglandSHEF_BFED92020_EPI_ISL_418305_2020_03_25,0.999
hCoV_19EnglandSHEF_BFEE82020_EPI_ISL_418306_2020_03_25,0.999
hCoV_19EnglandSHEF_BFF6D2020_EPI_ISL_418313_2020_03_24,0.999
hCoV_19EnglandSHEF_BFF9A2020_EPI_ISL_418316_2020_03_25,0.999
hCoV_19EnglandSHEF_BFFA92020_EPI_ISL_418317_2020_03_23,0.999
hCoV_19EnglandSHEF_BFFB82020_EPI_ISL_418318_2020_03_25,0.999
hCoV_19Finland13M262020_EPI_ISL_418386_2020_03_13,0.999
hCoV_19Finland13M272020_EPI_ISL_418387_2020_03_13,0.999
hCoV_19Finland13M292020_EPI_ISL_418388_2020_03_13,0.999
hCoV_19Finland13M32020_EPI_ISL_418389_2020_03_13,0.999
hCoV_19Finland13M572020_EPI_ISL_418391_2020_03_13,0.999
hCoV_19Finland13M692020_EPI_ISL_418396_2020_03_13,0.999
hCoV_19Finland13M772020_EPI_ISL_418397_2020_03_13,0.999
hCoV_19Finland13M822020_EPI_ISL_418399_2020_03_13,0.999
hCoV_19Finland13M832020_EPI_ISL_418400_2020_03_13,0.999
hCoV_19Finland14M322020_EPI_ISL_418408_2020_03_14,0.999
hCoV_19Finland14M772020_EPI_ISL_418410_2020_03_14,0.999
hCoV_19FinlandFIN03032020C2020_EPI_ISL_413604_2020_03_03,0.999
hCoV_19FinlandFIN_2662020_EPI_ISL_414646_2020_03_04,0.999
hCoV_19FinlandFIN_3182020_EPI_ISL_414644_2020_03_04,0.999
hCoV_19FinlandFIN_4552020_EPI_ISL_414642_2020_03_08,0.999
hCoV_19FinlandFIN_5082020_EPI_ISL_414643_2020_03_07,0.999
hCoV_19FranceARA0941002020_EPI_ISL_418412_2020_03_15,0.999
hCoV_19FranceARA094282020_EPI_ISL_418413_2020_03_15,0.999
hCoV_19FranceARA094342020_EPI_ISL_418414_2020_03_15,0.999
hCoV_19FranceARA095882020_EPI_ISL_418416_2020_03_16,0.999
hCoV_19FranceARA096862020_EPI_ISL_418417_2020_03_16,0.999
hCoV_19FranceARA101632020_EPI_ISL_418418_2020_03_16,0.999
hCoV_19FranceARA101652020_EPI_ISL_418419_2020_03_16,0.999
hCoV_19FranceARA101702020_EPI_ISL_418420_2020_03_17,0.999
hCoV_19FranceARA101842020_EPI_ISL_418422_2020_03_17,0.999
hCoV_19FranceARA101882020_EPI_ISL_418423_2020_03_17,0.999
hCoV_19FranceARA101892020_EPI_ISL_418424_2020_03_17,0.999
hCoV_19FranceARA101922020_EPI_ISL_418425_2020_03_17,0.999
hCoV_19FranceARA102512020_EPI_ISL_418426_2020_03_17,0.999
hCoV_19FranceARA102572020_EPI_ISL_418427_2020_03_17,0.999
hCoV_19FranceARA102822020_EPI_ISL_418428_2020_03_17,0.999
hCoV_19FranceARA108762020_EPI_ISL_418429_2020_03_18,0.999
hCoV_19FranceARA109102020_EPI_ISL_418430_2020_03_18,0.999
hCoV_19FranceARA109682020_EPI_ISL_418431_2020_03_18,0.999
hCoV_19FranceB16232020_EPI_ISL_418219_2020_02_26,0.999
hCoV_19FranceB23302020_EPI_ISL_416502_2020_02_26,0.999
hCoV_19FranceB23352020_EPI_ISL_416504_2020_03_02,0.999
hCoV_19FranceB23362020_EPI_ISL_416505_2020_03_02,0.999
hCoV_19FranceB23372020_EPI_ISL_416506_2020_03_03,0.999
hCoV_19FranceB23432020_EPI_ISL_416508_2020_03_06,0.999
hCoV_19FranceB23462020_EPI_ISL_416510_2020_03_06,0.999
hCoV_19FranceB23482020_EPI_ISL_416511_2020_03_07,0.999
hCoV_19FranceBFC20942020_EPI_ISL_415651_2020_03_05,0.999
hCoV_19FranceBFC21472020_EPI_ISL_415652_2020_03_05,0.999
hCoV_19FranceBourg_en_Bresse_068132020_EPI_ISL_417340_2020_03_07,0.999
hCoV_19FranceCVL20002020_EPI_ISL_418222_2020_03_04,0.999
hCoV_19FranceClermont_Ferrand_6512020_EPI_ISL_416751_2020_03_05,0.999
hCoV_19FranceGE19732020_EPI_ISL_414631_2020_03_04,0.999
hCoV_19FranceHF14652020_EPI_ISL_418218_2020_02_21,0.999
hCoV_19FranceHF16452020_EPI_ISL_418220_2020_02_28,0.999
hCoV_19FranceHF16842020_EPI_ISL_414626_2020_02_29,0.999
hCoV_19FranceHF17952020_EPI_ISL_414627_2020_03_02,0.999
hCoV_19FranceHF18132020_EPI_ISL_418221_2020_03_02,0.999
hCoV_19FranceHF18702020_EPI_ISL_414629_2020_03_03,0.999
hCoV_19FranceHF18712020_EPI_ISL_414630_2020_03_03,0.999
hCoV_19FranceHF19882020_EPI_ISL_414635_2020_03_04,0.999
hCoV_19FranceHF19892020_EPI_ISL_414636_2020_03_04,0.999
hCoV_19FranceHF19932020_EPI_ISL_414637_2020_03_04,0.999
hCoV_19FranceHF19952020_EPI_ISL_414638_2020_03_04,0.999
hCoV_19FranceHF20602020_EPI_ISL_418223_2020_03_05,0.999
hCoV_19FranceHF21502020_EPI_ISL_418224_2020_03_08,0.999
hCoV_19FranceHF21552020_EPI_ISL_418225_2020_03_08,0.999
hCoV_19FranceHF21742020_EPI_ISL_415654_2020_03_09,0.999
hCoV_19FranceHF21962020_EPI_ISL_416493_2020_03_08,0.999
hCoV_19FranceHF22342020_EPI_ISL_416495_2020_03_10,0.999
hCoV_19FranceHF22372020_EPI_ISL_416496_2020_03_10,0.999
hCoV_19FranceHF22392020_EPI_ISL_416497_2020_03_10,0.999
hCoV_19FranceHF23812020_EPI_ISL_418226_2020_03_09,0.999
hCoV_19FranceHF23932020_EPI_ISL_418227_2020_03_12,0.999
hCoV_19FranceHF24052020_EPI_ISL_418228_2020_03_12,0.999
hCoV_19FranceHF25862020_EPI_ISL_418236_2020_03_16,0.999
hCoV_19FranceHF25952020_EPI_ISL_418237_2020_03_16,0.999
hCoV_19FranceHF25972020_EPI_ISL_418238_2020_03_16,0.999
hCoV_19FranceHF26012020_EPI_ISL_418239_2020_03_16,0.999
hCoV_19FranceIDF19802020_EPI_ISL_414633_2020_03_04,0.999
hCoV_19FranceIDF20752020_EPI_ISL_415650_2020_03_02,0.999
hCoV_19FranceIDF22562020_EPI_ISL_416498_2020_03_11,0.999
hCoV_19FranceIDF22782020_EPI_ISL_416499_2020_03_11,0.999
hCoV_19FranceIDF24102020_EPI_ISL_418229_2020_03_12,0.999
hCoV_19FranceIDF24202020_EPI_ISL_418230_2020_03_13,0.999
hCoV_19FranceIDF25322020_EPI_ISL_418232_2020_03_15,0.999
hCoV_19FranceIDF25332020_EPI_ISL_418233_2020_03_15,0.999
hCoV_19FranceIDF25342020_EPI_ISL_418234_2020_03_14,0.999
hCoV_19FranceIDF25612020_EPI_ISL_418235_2020_03_16,0.999
hCoV_19FranceIDF26842020_EPI_ISL_418240_2020_03_16,0.999
hCoV_19FranceLyon_060562020_EPI_ISL_417334_2020_03_04,0.999
hCoV_19FranceLyon_06464,0.999
